"","GSM128731","GSM128734","GSM131685","GSM131686","GSM131687","GSM131688","GSM131689","GSM131690","GSM131691","GSM131692","GSM131693","GSM133816","GSM133817","GSM133818","GSM133819","GSM133820","GSM133821"
"AT3G17850",8.64194483342862,8.3185964880536,7.46006394330973,7.39596636391148,7.47503702904602,8.6136995709991,8.55894289250554,8.40952942161113,8.33072483735478,8.14680744252258,8.23306526105949,8.02850487637904,7.64865836973529,7.65089596557637,7.64091864670042,7.48246600498772,8.52325447297984
"AT3G17980",5.89391075157548,6.89044002817906,8.44673225863296,8.26142470845232,8.58328264796175,5.48777480513597,5.60182521009062,5.52619030505866,5.83599859120802,5.49319965422812,5.51307164854964,5.55908311173078,5.21132076633889,6.06226831726931,5.07900229645648,5.24333224684807,5.31230730553168
"AT3G16060",8.98364587108203,9.11293238854759,7.76823396762186,7.87724303027759,7.89415854400272,8.07970018489008,7.7689490053468,7.84240500624176,7.65660998433594,7.47233211089276,7.55373689437505,6.84298603508989,6.81214228393605,7.49710871263857,7.64308079218358,7.32465907098366,7.96758888678324
"AT3G17420",7.10930740091426,6.60271810576088,5.65820189689721,5.93001610200743,5.93172473026542,7.04129316809194,7.07366760082539,7.02173492504641,7.04459181666714,7.04627407821506,6.9097283198557,7.34105320444668,6.42120825964613,7.36229412805565,6.97860378987567,7.21809832151634,7.29875915590674
"AT3G16040",4.78542357350905,6.37330834338649,8.07512644021517,7.74948997314964,7.95174044086912,3.81855361574707,3.62293852548374,3.7537089437761,3.79002243172195,3.88183187525279,3.72595607128415,4.46798918916694,3.47620810697046,3.62915994406011,3.85858958250776,3.63165984248485,3.78570323860944
"AT3G15000",10.1502801932147,9.83711881623158,8.75378670029159,8.50824797978655,8.49918755484533,9.13811911063823,9.23326904752348,9.34391085314137,9.3690425648511,9.22516432671446,9.20590420133395,8.96809780332496,8.42401946427402,9.09953804719121,8.53889756636896,8.32098233223488,8.78581385216295
"AT1G12160",4.77384323747135,5.04093401315818,5.7086151629624,5.53245183585898,5.55266142987928,5.84432305784526,5.95313231141444,5.70513905505167,5.54660876938647,5.66864863954161,5.74147176112923,5.80266546443208,6.05156602565571,5.57924567539957,6.2760750527603,5.76634399782103,5.94007595416946
"AT3G15630",6.60862389917721,7.24630098452355,9.2513598782381,9.19949810826536,9.31710000768794,7.92518812186752,8.02886721397708,8.04999075291393,8.24109394147942,8.3235299497019,8.35040120571897,7.18378884800898,7.38247839164745,8.93331807941813,8.00872625992539,9.17259261463044,8.37449879960276
"AT3G17060",7.05778607983647,8.38062726811192,10.3199070647958,10.2741143441935,10.4179154059791,6.65615874947913,6.93168466661588,6.99867797647985,6.7270277494632,6.95166693373403,6.93751296604692,6.98946298834095,5.9488385316886,6.34505811519784,6.21561286613293,6.41698855761575,6.89983956007328
"AT3G14940",7.04481677764892,6.94968151473766,5.9020422173957,5.87911530098665,6.03964459966854,6.24059875724175,6.02254176471107,6.37140020722945,6.03433616998868,6.32720636998248,6.31316604434755,5.85213983643554,6.11491049170713,6.46515924768969,6.4711031454534,6.36413472252642,6.42133427318772
"AT3G15550",5.79411801584469,5.24035526917892,4.81134669171359,4.8885220640061,4.74332537231824,5.05285764955193,4.94076330126192,5.03857432614658,4.91371695875685,4.81879860810767,4.89273709348298,5.03180605271097,5.22658478650594,4.74111192471585,5.04572324492367,4.6502953314777,4.72560451484522
"AT3G14595",10.0147991544128,10.1402920711065,11.0931596763508,11.0750115417277,11.1530370527697,11.3918511961253,11.4021172195179,11.4468917559,11.3551834959818,11.1691546815699,11.2979758145954,11.4495750456436,10.9678619243544,11.3291362899269,10.8106482342857,11.2251195529902,10.9869651013809
"AT3G16750",4.35393786709357,4.11501315938716,5.54751956985812,6.22335827778342,5.92036349484359,5.26961260920955,5.00128191486963,5.08342409413601,5.13172037091886,5.19576214504105,5.1946646639218,4.70179136851801,5.1285496802738,5.46956210963735,5.52398468333999,5.60441544758964,5.39218596260756
"AT3G20865",8.13114588708668,9.16754559497873,11.7397845830072,11.6943802330558,11.814537500375,7.82189081097956,8.16149408884211,8.36557906447386,8.19601404043952,8.33862992263488,8.44510514128799,8.76372115500262,6.58643781499791,8.30308159382784,7.91333385589474,8.02132234793322,8.30425248569559
"AT3G18810",4.53671723043658,4.89182915344915,5.8404633992427,6.09954187819177,5.93464363793753,4.22341562532437,4.05588225336432,4.21747092476724,4.11565371507404,4.29451141162323,4.40138679558536,4.61505582953589,4.48223749951409,4.20688351110891,4.06920494810204,4.17978415246598,4.1327853567359
"AT3G19310",5.13425039392828,5.7637394402419,7.69103102408416,7.69217263127654,7.60480624117721,4.67964381027828,4.56545225330793,4.45674552049079,4.68350320223251,4.70899936206038,4.76351392315717,5.21147433110099,4.09127884206847,5.03969723383677,5.50168352893859,5.03698183712024,5.66220735466877
"AT3G21570",5.1815660176277,5.54863611141397,8.46273944812861,8.56535648970704,8.84402820597297,5.67386150234011,5.76339288506936,5.7505090767171,5.29242618444538,5.78908981963457,5.60703174872014,5.85868654165186,5.05755273623067,5.85929548042639,5.57066775471576,5.47227098180817,5.43677088539691
"AT1G03160",7.00336995173643,6.58964631563441,4.94242407040061,5.15306681289174,5.31923383898555,6.19648989198033,5.89718455611613,5.91006253156021,6.03605686515336,5.7404905769207,5.68565447009719,5.687664495387,5.99613796136407,4.91734292662973,5.19535214758214,4.64306613967218,5.00442689599087
"AT3G18220",5.69084858125406,6.34441256207573,8.10911400673685,8.1164976243284,8.14795968567572,5.57827671648637,5.56269877309182,5.47540045530947,5.63657521487082,5.33100713574815,5.64364840221244,5.75225762752356,5.59425397250506,5.87890626782692,5.46926635367778,5.75361981963545,5.80727354181248
"AT3G20530",4.46274308244917,5.44474367798573,8.21982516111237,8.47209289203887,8.17769267546327,5.0123013635322,4.9815437840706,4.88473471502304,4.99649638531732,5.31556275380475,5.29303883230715,5.43261823564609,4.80130395927758,4.70225788587533,5.18007481456311,5.02663833041314,5.31634832121651
"AT3G20190",5.5174937992932,6.94034725648261,7.62499604099312,7.66140884124187,7.95180221322506,4.79572868030958,5.04400176701464,4.97049215234677,4.88361152239981,4.95246282029025,4.75788265833416,5.08707346007844,4.39862802813305,4.9900730835563,4.8631003666932,4.88889971252652,4.81062211235321
"AT3G19020",5.23448809919115,7.12518386458794,8.24487798121815,8.29881339125312,8.1752361183481,4.93204288500277,4.33864465635149,4.97465421888248,4.98863024335196,5.36554972461152,4.82303115601096,6.2140292226208,5.0289099844148,5.53036940776546,5.23677029931441,4.81238788086641,5.52732061696292
"AT3G20220",5.89970846592099,7.81500692818075,9.64986055477027,9.68517635463211,9.82724492222803,5.58248401952661,5.04708329012097,4.96072877200155,4.90401766608743,5.11981645937847,5.47440069609775,5.4586311058273,4.38502332502779,5.00061064415489,4.7468723297936,4.9914922570408,5.34265346817352
"AT3G20630",7.63305392765286,7.3660708574307,5.10479233933226,5.16498664904218,5.14960665858963,6.55169105901577,6.52210671512871,6.39847282119041,6.54110113416919,6.20367540489013,6.22174745469122,4.28625121406486,4.56164657431611,5.06629370584648,4.46089895508256,4.71172523589675,5.25167568882858
"AT3G19515",5.35387413689546,5.51311573192533,8.42251822958533,8.29674478788262,8.17857682979714,8.37308754827999,8.27229004729168,8.20026837077623,8.1941259791173,8.18683090278292,8.18587171241164,8.52503404579758,7.13883426692253,8.6095443259464,8.32041415776287,8.85157670251034,7.68008310618124
"AT3G22190",7.44229751299603,6.92165289741892,6.13627711196056,6.26846799103219,6.24387662556328,6.08064353531046,5.85614844846319,5.94719104213099,6.11268559911782,5.76077555404484,5.76672475227267,5.28912432427936,5.49541981465479,5.45515540199427,5.54450473031487,5.63564777177113,5.65404892594622
"AT1G14420",6.69350878497586,8.39515200540442,9.23634178077462,9.3885694359809,9.22618785014628,6.3914359875512,6.06573830594298,5.94989994736957,5.7554273180294,6.53716582960221,6.37192941211422,5.9873592351594,4.58100090420057,5.39811317869516,5.09308144569249,5.20516150344804,5.81993348207999
"AT3G24870",7.52053519837332,7.64881941609386,6.15479960422522,6.25444201108876,6.18675332887454,7.19036278841971,7.0759384517665,7.08068496463183,7.19489806112057,7.15436669916658,7.01460858109512,6.34777653539778,6.41372703776798,6.90567528911895,6.59899560920636,6.84983539055539,6.97345548389477
"AT3G24320",6.4815042626623,6.42005755773403,5.30436957948929,5.2947771176728,5.37311077127969,6.06128722134795,6.0743607936949,6.11516743742438,5.90126611472164,6.13666131528301,6.03582917839431,5.60947945065706,5.67687529734669,5.74391593134562,5.66055297680551,5.54704953863178,5.37255237478783
"AT3G22290",8.11133630295728,8.03960479852056,9.22472179268442,9.34916251949831,9.03380264994166,8.68803763486119,8.49267384823425,8.5273659680633,8.79540396608902,8.59357026029699,8.72976663715366,8.2607497089263,8.62252329429753,8.466136771368,8.47098355003665,7.57303117880672,8.23669391621595
"AT3G24050",9.26195175670819,9.26680045943952,7.81083052148212,7.79788879498478,7.79269567422348,8.33059761599702,8.0939113059582,8.25540372449465,8.44575433320524,8.5812802970372,8.871741482642,8.08865344606023,8.53124834936471,8.53344289780135,8.4864606202548,8.47627073058005,8.89702667966267
"AT3G22680",7.23596518452949,7.81055792801367,8.14189813871981,8.30619782505073,8.14860040241859,8.2650177801805,8.37894278772616,8.40994818611237,8.52499276540079,8.4075105942038,8.46725137712979,7.87408037343076,7.55103344351275,7.40364810216304,7.86607557825769,7.41061392424511,7.5477084532219
"AT1G14740",7.25929361109968,6.81020789666821,6.29883867735976,6.57047170667389,6.5849112203739,6.63161756747351,7.03572752630345,6.64411557272085,7.07823066721324,7.03232742940553,7.22578204956291,6.68907204885784,6.9186662468854,7.26374660868678,7.10127871862319,6.81678468777165,7.52453174569714
"AT3G23610",5.31200075675267,5.69958975460629,6.68712278480798,6.63052779783243,6.61152476258958,6.62771537104367,6.44077984543414,6.49724521924014,6.45691736580185,6.49385479699274,6.43815690394342,6.69547281016152,6.65495661300573,7.12810699951267,7.5209412765392,7.0752761079041,7.12448419229045
"AT3G25165",6.31817668417253,7.90550576788784,8.84382849967328,9.0793851874209,8.83791722951779,5.41329106656751,5.64974119216354,5.55786719789639,5.73243789812703,5.64170786323458,5.57435052735626,5.49834965819071,4.31178754724244,4.98528794711917,4.87406254493659,5.31215962742239,5.95816458724917
"AT3G22860",5.26218748704636,4.97624768612469,4.32348986728082,4.39359236595984,4.36585725806949,4.33214679301962,4.57780854777476,4.47015442270003,4.44625132435461,4.48500770232609,4.49013324763556,5.06720923446714,4.90275514207365,4.73121852701806,4.97232924998971,5.12211082781998,4.60406393573763
"AT3G28950",5.77898401459726,5.77938756010203,8.25795047303641,8.4526165426027,8.35900412066757,8.15684094293758,7.90920297907306,7.84291296012631,8.04940324147429,8.03282510737749,8.10260967470388,7.39334923302356,7.53947925757518,7.77674311223723,8.44532309493717,8.04778748980921,8.0738911773647
"AT1G12400",6.11562697146185,6.55689181602364,7.67187023810933,7.87749223807284,7.81094531849656,6.77569813012928,7.03497146694297,6.99215810227391,6.93870088201915,6.95852613459173,7.0196819181794,6.84158655751735,7.60080823019548,6.57102444698478,7.03424332891796,6.76529334624705,7.39166580394993
"AT3G27325",6.79334793113922,6.63219420742884,4.7956240961089,4.64391877806652,4.30858100374449,5.39243344385217,5.56815284376336,5.56224467482819,5.36032612452155,5.04037358771375,5.31811818932653,6.47838189548742,5.97385691821514,5.71413248581761,5.38259576380291,5.7760380477315,5.63245842470608
"AT3G28345",4.66250884027874,4.30150213269241,3.64768046157227,3.73533149918152,3.69283134360326,4.06761842451843,3.72969516248097,3.89322086795357,4.10828954433167,4.08459216979891,3.85853265943488,3.69731144435427,3.82126880646643,3.85069711261565,3.84727516936675,3.73678881371435,3.88979174685473
"AT3G28780",5.43662948913698,5.16907463902825,6.9222071689814,7.06159239017981,6.62354488010014,5.24273796416542,5.38283674043239,5.4730700244127,5.65290373493712,5.47469133013166,5.72653589552799,5.82866180264681,5.74982594515639,5.36024589740057,5.33622490438844,5.54499812200953,5.35894868497732
"AT3G26130",3.49887720630594,3.63338478548169,4.07013089176714,3.72843013012337,3.72489029857093,3.92215453409143,3.85081149266351,3.9255299913314,3.9239901653504,3.7493700602254,3.91327825762708,3.79352419994529,3.9033251607653,3.9084154381908,4.41982192084262,4.14060809252767,3.97727623289469
"AT3G28980",6.06351908345308,6.26295620202424,9.65420729793891,9.70922076338046,9.5876125868462,5.5646055145874,5.12053383983239,5.09853588526672,5.73545751570241,5.59700159808554,5.83132026725092,6.30130542379661,4.58316663931829,5.68555969160633,5.27309390511784,5.62954846963861,5.76044311271961
"AT3G26140",6.90420833413622,5.86858512262289,5.03045248866735,4.8625154901235,4.95196305582929,5.56753422327686,5.18529497882254,5.42692402550432,5.09358844044554,5.04525519938685,5.03721513219,5.23424789083839,6.10483609224414,5.33654262956508,4.98589536296046,5.36632094916575,4.95654931274645
"AT3G26880",3.7121150722147,4.17025073024651,4.59179888653909,4.68928116402017,4.81124421671576,3.5288175952316,3.60970313821843,3.66721836098585,3.67434631085537,3.50690844714017,3.52149416605795,3.75888068057004,3.71067669755229,3.89299217913303,3.81962436569506,3.94488377804476,3.75680090124958
"AT3G25680",7.09455616814539,7.16446982650308,5.82583016404713,5.77647686301169,5.58488735259599,5.77693773055762,5.64912045108879,5.60486398829619,5.69198943481907,5.672845907757,5.67510825920891,5.65369230652713,6.06139257115645,5.99344620279203,5.73283923586161,6.09492486974045,5.50495042429154
"AT3G26070",8.45647528987877,8.5081683243519,11.1637790765128,11.1249867683022,11.1145850744054,11.3423777218226,10.996952219067,11.0917495625161,11.1533829235385,11.1585571765407,11.1331374134482,11.9520359031357,11.2418121601321,12.0320703766682,12.0098975596713,11.5265806889448,11.7533487696534
"AT3G26540",5.32648882697909,5.06978944070687,4.2853328858468,4.25197246154123,4.35197512309282,4.40759855339449,4.37174898551066,4.52656867676382,4.47035291179458,4.4350486886948,4.46466718507008,4.7470791569815,4.73360543644268,4.59093008936198,4.47740082216014,4.56779894063339,4.47076763072474
"AT3G26870",3.35203356356878,3.52857421256473,3.82825488303656,3.75080584243471,3.6840336422924,3.54950008687283,3.51568567232239,3.75462542577264,3.57061872833801,3.64734627275272,3.46434792693348,3.58382858624947,3.52665953886758,3.52707667878161,3.53498561390471,3.43861668484438,3.50701699752153
"AT3G26110",7.31407430304175,8.71843366533988,11.2064960657897,11.1114378988304,11.1858252628269,7.82577276485595,7.76071853718041,7.70467044341284,7.97974178950759,7.85777756956729,7.97126347218609,7.85016182062072,6.66538587959369,7.30215587398971,6.86629108703459,7.2253939006344,7.7246947002272
"AT3G28430",7.62643176421298,7.58521605472272,6.61746872712794,6.59408527636309,6.41519448306176,7.30997967742163,7.08998197181077,7.11133619424557,7.21903231303001,7.06265794887063,7.07840849978692,7.24653822454521,7.2535715298317,7.34316474171403,7.28955299858771,7.09216593121943,7.52376752422457
"AT3G27610",4.69092581095224,5.04113339206946,6.20140215467139,6.28875160724678,6.02540963836095,6.32426850329704,5.97837686378729,5.88212474932471,5.92004903797957,6.04119101252512,5.79147686722872,5.46214263430677,6.02089822019642,6.39494556667162,6.89827268637099,7.12854095055988,6.31691668935492
"AT3G27530",7.22040553962808,7.25081101248513,5.83593653345826,6.16121371610144,6.23912956402902,7.04316000336964,6.78958875874619,6.71893504931902,7.11298579579441,7.04492319208977,6.84399530629019,5.79324738893694,5.70880131660489,6.22623526394156,5.92025917889873,6.43309906625398,6.73953818348042
"AT3G28550",4.12075131822824,4.40729489009872,5.12843028400627,4.98126653042574,4.9657507938479,4.99926716274152,5.39492517944727,5.16891981083517,5.28899680806193,5.09080703683084,4.89393839349651,6.00551152552869,6.18433766476397,6.14259590579388,5.83593984698266,6.09942520580244,5.46451219755831
"AT3G27410",4.00806349834126,4.11509759747994,5.13056892412794,4.95227277660899,5.08458391796482,4.23962609739369,4.47525163749672,4.44908206889456,4.16472406335534,4.18563081890235,4.19317566302056,5.28898616933076,4.75506849982432,4.74169359192853,4.9152667071472,4.52388515631808,4.62330964487392
"AT3G26860",4.20355242449262,7.31282052350032,9.26195460108537,9.45997803748191,9.51109765964001,5.05258603963792,4.3256611391015,4.85305961671154,5.09715776198731,4.80673577714034,4.69156581773098,4.51185207318559,3.6366682296211,4.77573850612339,4.41798460747296,4.5919403572247,5.12827684188049
"AT3G27700",7.53464104178358,7.53481947476022,6.46885925424882,6.73828605801338,6.31301511551631,7.24543609842889,6.96811832288465,6.93199743046639,7.58594849605722,7.27235150645516,7.21487715603028,7.45164053382544,7.57623928593899,7.73677023124461,7.63351400921651,7.51466628533082,7.44531171488624
"AT3G30160",5.08721323643776,5.14656519857144,5.85746831736616,5.8849871415874,5.77737825138622,5.52887009158903,5.65864806087268,5.42125992888501,5.36012479818754,5.22165034325686,5.57330129879419,5.90908939233522,5.79451697509644,5.79472405375662,5.93155284889738,5.73886441687282,5.82659286867347
"AT3G29120",3.2050377636644,3.58162742607668,4.54406029269335,4.56053494563451,4.93523533806914,4.46832464303194,4.17607737003294,4.29640456940355,4.416698517469,4.48523999395076,4.53846661849698,4.30014398729844,4.24948337461965,4.09084498221122,4.13889787606584,4.29119637372106,4.31789381366747
"AT3G29570",3.59641874902207,3.86102774666253,6.41688220809274,6.37938199230022,6.23281950530745,3.48949403150756,3.69950751635915,3.77327928522725,3.56457420471304,3.64200040430688,3.66223753205219,4.06171965854594,4.50946296083374,3.84079943548774,3.83346770770065,3.85364238734761,3.81372476142054
"AT3G31460",3.79536685424734,3.59664321347361,3.44453907489254,3.49603112905203,3.49835893874641,3.5074536865665,3.50157590259769,3.47796564713477,3.44291994570848,3.56162804445464,3.54828554310978,3.76913029421576,3.75043659442693,3.67097953668354,3.61462694380561,3.64589580996209,3.59482586821544
"AT3G30450",3.48700967789004,3.57150978923971,4.0840737764085,4.01345878837331,3.9788493051792,3.6376459500266,3.86301918212927,3.89789354101968,3.96570766441112,3.73707885122626,3.82230980581006,3.97561207664556,4.11049403544576,4.08857340736505,4.0028383908029,4.02643694170136,3.89594430666786
"AT3G29575",7.27649105475902,7.84345617426137,9.4054007368911,9.50809456018987,9.34401293368607,8.91063482917612,8.98183560536864,8.99123381299806,8.75263484679049,8.76844925434121,8.7696501620682,8.67023740151048,8.95181841666634,8.72084544840678,9.10507832461554,9.1432311352489,9.30644094836675
"AT3G31970",4.71004923868832,4.61208242350255,5.97822439259213,5.88687118230175,5.92252899738022,4.8966561603959,5.0233347302427,5.05310827239861,4.77257136409353,5.09001627069978,4.88616628702943,5.17831632807541,5.710535849993,4.96283023383891,5.17452075110959,5.13232121911379,4.80113946732872
"AT3G29410",4.21259231764241,4.54350355376816,5.0625248310173,4.91037548963396,5.06158085135051,4.11149822477641,4.14554510609138,4.00261438550141,4.08648106288041,3.90769602404775,4.05086906349366,4.70072888629751,4.61316323103631,4.46487013728033,4.33022379628223,4.40843366095785,4.23109929783307
"AT3G29090",4.37284291568588,5.41709400720215,6.85809621492981,7.03252307277567,6.99203758588039,4.66346078112177,4.21130999952321,4.62721251336777,4.72425569559966,4.91807899330301,4.44273374977334,4.83929967221775,3.55364568553408,4.61871612038349,4.25714880781092,4.68198196776795,4.80347176503273
"AT1G04470",7.53185592866467,7.8845701692855,8.18207573749299,8.09315361534379,8.05418810202504,8.11377393980814,8.03405250665302,8.10051231796915,8.04227734454859,8.01747768693744,8.02487072964948,7.87676926110126,8.19723312237425,7.96686269968672,8.21757482083568,8.06797291282589,8.14302115923124
"AT3G29210",4.78655948378112,4.79311389103251,5.88854208062314,5.40596740773849,5.43771767960333,4.65136597014696,4.86151030385979,5.18832088633934,4.73694845053125,5.00876034272792,4.70636957473327,5.59878535099261,5.48061356536685,5.59783398947303,5.51018866069461,5.40307374784993,5.22083737846285
"AT3G29060",5.209848922739,5.71424323189818,6.75679190274156,6.41504008759473,6.82010522189845,5.44307373162937,5.25547758997668,5.23959945209403,5.23255551596239,5.25672800007227,5.54053285376848,6.59902031547377,6.8017643144435,5.94493911006947,6.52217917519413,6.07519114632831,6.28112104326093
"AT3G30720",5.2224972665166,4.0755207529597,8.44913405978852,8.27677486010166,8.46721043575933,6.55404491686208,6.31554924045599,6.38931644945409,5.05164588474866,5.04270720982065,5.10434644134985,6.89054747845763,6.9908421624506,7.45875105317157,7.48471474082682,7.7172594429612,6.64842576098882
"AT3G32900",4.39425113684534,4.57434260885826,5.74018135407876,5.34584435944838,5.85057905984469,4.68924885539466,5.10510294071324,5.13488333762699,4.84054469773971,4.86979364773513,4.92163188675943,5.26937411806827,5.62656816820984,5.42360081665931,5.92005052866875,5.92463073375903,5.31273326804552
"AT1G01140",8.30373308469887,8.56449970198783,11.3532620581374,11.4887711548488,11.2509538061283,11.1653364344848,10.9898450517235,11.0279736933971,11.2879728369497,11.3072870990139,11.2697972431405,9.84955018285545,9.85289558843479,10.0444170399499,10.7554776172561,9.70491825174988,10.526499456832
"AT3G33066",3.95928350426868,3.75056556255874,6.3269257802762,5.8575961085698,5.50190732604323,4.33249256247195,4.78647389427794,4.84110547449049,4.56040358358884,4.87704230426073,5.019991586365,5.64257006242697,5.32722947015759,4.65474417895224,4.65430336073226,4.81246487152513,5.02306964724149
"AT3G32920",5.06659625850279,4.8866711079775,4.18358988331846,4.20625026597877,4.28646298104672,4.68294884731657,4.62035935677348,4.56355475405899,4.53116856262881,4.46913088530128,4.24081230101296,4.6644317616632,4.4283389104192,4.50694256356577,4.13755718508415,4.39032874101216,4.22433980518294
"AT3G43300",9.42763581737904,9.57794059605289,8.46314256559906,8.41956070799975,8.45339982924723,8.63633968117456,8.72978027891664,8.77488261097341,8.47484483664099,8.76323400391881,8.79043311131122,9.10269131422453,8.78390845139755,8.54974422313155,8.78074581219456,8.77863163641821,8.85424164413778
"AT3G42800",4.6842637854987,4.14846974435586,3.9735249498779,4.353303357652,4.18314803401016,4.24614647656437,4.09099943847461,4.25890915855183,4.53599707617965,4.62225794663541,4.43862280384781,4.91134555904979,4.94405149738246,4.35866166194959,4.22697080211151,4.53054296863267,4.34257870098448
"AT3G44930",3.82118928794371,4.00040588435351,4.46811349688552,4.32642943996855,4.43258232619616,3.76555723419714,3.88169607878338,4.0959115307642,3.86541203111338,3.63323820157288,3.82261122696076,3.92150766047704,4.00371150889742,3.67740619918366,3.90254798115086,3.77691569314048,3.89369893958094
"AT3G44430",5.05327485018653,4.87555902775346,7.42646406697729,7.58743168185046,7.47155681609034,7.39073230021053,7.23786228348998,7.45508757427937,7.22800687374052,7.15689546923979,7.24335692274254,7.32806983236835,7.1502776114633,7.60802979762918,7.28944343205286,7.85517004145212,7.98546895294397
"AT3G43740",5.56516587213943,5.22392848134328,8.45397252481114,8.22561462269533,8.44060471160047,7.84005536904963,7.69211052873229,7.83840984398134,7.63897179496141,7.56235285125389,7.54658089313911,7.4405319414638,7.70287774021485,7.75240061680726,7.80429356862614,7.97863759503653,8.29172716084166
"AT3G45280",4.78304386431597,5.41865326137951,6.36444060209255,6.31837301269467,6.52049981267762,4.16571899867815,4.20955600755451,4.20433108383031,4.2345702331742,4.20906953184579,4.2913862086422,4.46660293703682,4.45825862485111,4.27133337692781,4.17885863373805,4.53163147948089,4.29548005364936
"AT3G46520",4.5545770624791,4.92929585122362,5.60840491767808,5.61261165478564,5.54702748586151,4.25809240156398,4.25527356848445,4.32418192216264,4.47629694883839,4.28264563782906,4.26698836058079,4.35192038022185,4.4043648818954,4.26868260361539,4.10620945900523,4.11032070790294,4.17121087974054
"AT3G45830",7.56062230794708,7.50734748164867,6.38386149709782,6.64238545173886,6.54183380676799,7.78395729133886,7.57475374688286,7.76861437625745,7.81438459005845,7.58038736897279,7.64065970087612,7.84158310551839,7.75480300843651,7.48426374873714,7.42616527134657,7.39235294475906,7.7297614345459
"AT3G43550",3.75069532049559,4.00391420635554,4.14370464692677,3.82804508382262,3.78774168152442,3.67989523353549,3.84056594694791,3.85772046723564,3.8022442747962,3.84717979668565,3.75184898486753,3.92508837544477,3.97150546784394,3.78829169847568,3.96481614215393,3.79375483214133,3.82382864520923
"AT3G46530",4.53409591870369,4.52212792771749,7.08490845223299,7.08729637943066,7.23424524827659,7.01961320333615,6.68658008346549,6.52128504805138,6.64734548748827,6.58419217734164,6.71390818058752,7.80320022135425,7.93754313348749,7.86110621998712,8.39545242968445,7.47690471805993,8.53119927296952
"AT1G16710",7.29421003886469,7.23193690389977,6.32594978804678,6.20496678958055,6.22730237136891,6.90708480821676,6.81162386388778,7.02598815616379,7.08744880096351,6.78791408697653,6.83397424286605,6.57824930140148,6.01941998763489,6.38965917835617,6.95421154091399,6.7741050585026,7.04277993150169
"AT1G18990",4.56361559017104,5.52726567244767,6.6821590176516,6.86843768508985,6.55225721490935,4.01735035379603,3.95720879951906,4.02488476724381,4.08202133028636,4.15345100761894,3.89151606028564,4.03603914741652,3.65597840936597,3.93426853272906,4.37321593250537,3.72456413575654,4.23196020985873
"AT3G44500",4.90506749456118,4.8024974434921,6.08989955809309,5.98798382991987,5.69346941582978,5.04704274259047,5.46249583102413,5.42078453903896,5.30426206258132,5.51168676139287,5.35591666029744,5.64898304484757,6.03445302872045,5.8464093734781,6.03192981922551,6.16089265617183,5.54454034749091
"AT3G45680",5.0605729704983,5.01851485697044,6.85286316454386,6.81260982916002,6.65496315733176,5.7399762904368,5.6332587233946,5.69801040396089,5.44160180581479,4.9482311191674,5.03757481874286,6.29097794497858,6.28294650743975,6.3896968213383,6.07486655534221,6.16949551500888,5.68814371983687
"AT3G44690",4.03066491842956,3.80167790449747,3.55046037583461,3.65498521998,3.6029248507543,3.87537598260697,3.7946701632703,3.81143335115932,3.81354987224229,3.792380034115,3.8690306530582,3.7965401065458,3.58735058046283,3.73956613491343,3.7484646695909,3.82698570198118,3.72161695089976
"AT3G46290",7.69671911844443,8.07398108584461,6.27989133300738,6.39333176728393,6.27774653385922,7.28951252612793,7.40377684987306,7.27109349745345,7.85496497737862,7.55274484496172,7.62337175489583,6.72610677749008,6.52710327221236,6.75015543916833,7.09968557585135,6.51200628982578,7.30865081822858
"AT3G43860",5.48211893215991,6.97171927533252,9.22110479229864,9.10629430378859,8.99693486237078,5.81273009004359,5.80360947652595,5.91709805561378,5.69490106853946,5.91619618426358,5.93704521136833,6.3437097293456,5.4394620166743,5.81398871147737,5.42062504352632,5.33265248502626,5.8033548103316
"AT3G45780",7.92019569852231,7.02090145907478,6.33108242475091,6.40642273378455,6.43094216941485,7.24224338506319,7.09208754203508,7.21706186065049,7.59266850148409,7.67062511771426,7.61706531979695,6.76273943382074,6.72878043397529,8.55744573798029,8.56087671751374,7.81936998696508,8.3030298403309
"AT3G45450",7.30530503165014,6.65046647480575,4.7525605446385,4.67481724953875,4.72303942029992,5.37294172840008,5.60050731928302,5.21071380807983,5.32148728451987,5.4203010380604,5.3333116967497,5.00120856171464,5.71160555109039,4.50144075271963,4.76283056516832,4.70018421645789,4.92415292393584
"AT3G49320",7.09868839289855,6.43803101242048,5.23144255447294,5.52428094465965,5.61592278372941,5.78591512448202,5.91547867057118,5.54412882637102,5.67660778511326,5.59596194326149,5.58799124397252,5.41993771190009,5.07746466143199,5.44084130945468,5.76040230168617,5.42237668382864,5.87245099995818
"AT3G50370",9.14718740342649,9.1580071971307,7.69304330543335,7.66116655842165,7.81614416941848,8.4314510504594,8.46194492396107,8.41480365581453,8.45702760423401,8.38980118218178,8.42328986667695,8.85558181273206,8.67925772396115,8.67789217548373,9.08080864714914,8.78795048930172,9.13017211515493
"AT3G50310",5.05235015388571,5.38045232414997,7.03250421147646,7.02914838244142,6.75673217783297,5.05442184138702,4.92228769166276,5.31846734393313,4.87649862194723,4.7821689998527,4.96155415802924,5.3045086362349,5.19811258267948,4.91918549344462,4.92206285424139,5.12862087814813,5.03086197678339
